"fat_thickness [mm]","Freq [MHz]","dB(S(1,1)) []"
7.5,617.4575,-16.339407891197
7.5,618.95375,-16.1165364778422
7.5,620.45,-15.8876561987533
7.5,621.94625,-15.6543421612479
7.5,623.4425,-15.4179885141622
7.5,624.93875,-15.1798142578069
7.5,626.435,-14.9408735125037
7.5,627.93125,-14.7020685054904
7.5,629.4275,-14.4641639232286
7.5,630.92375,-14.2278016319085
7.5,632.42,-13.9935150713679
7.5,633.91625,-13.7617428702308
7.5,635.4125,-13.5328414155481
7.5,636.90875,-13.3070962459602
7.5,638.405,-13.0847322324494
7.5,639.90125,-12.8659225740408
7.5,641.3975,-12.6507966752822
7.5,642.89375,-12.4394469945471
7.5,644.39,-12.2319349623751
7.5,645.88625,-12.0282960711245
7.5,647.3825,-11.8285442340944
7.5,648.87875,-11.6326755060659
7.5,650.375,-11.4406712493522
7.5,651.87125,-11.2525008209428
7.5,653.3675,-11.0681238477903
7.5,654.86375,-10.8874921491252
7.5,656.36,-10.7105513571133
7.5,657.85625,-10.5372422802994
7.5,659.3525,-10.3675020481488
7.5,660.84875,-10.2012650695817
7.5,662.345,-10.038463833665
7.5,663.84125,-9.87902957651504
7.5,665.3375,-9.72289283491549
7.5,666.83375,-9.56998390410821
7.5,668.33,-9.42023321459544
7.5,669.82625,-9.27357164056382
7.5,671.3225,-9.12993075063036
7.5,672.81875,-8.98924300999436
7.5,674.315,-8.85144194169562
7.5,675.81125,-8.71646225350894
7.5,677.3075,-8.584239936011
7.5,678.80375,-8.45471233650821
7.5,680.3,-8.32781821280068
7.5,681.79625,-8.20349777014629
7.5,683.2925,-8.0816926842747
7.5,684.78875,-7.96234611286348
7.5,686.285,-7.84540269751487
7.5,687.78125,-7.73080855796047
7.5,689.2775,-7.61851127994756
7.5,690.77375,-7.50845989804126
7.5,692.27,-7.40060487437584
7.5,693.76625,-7.29489807423117
7.5,695.2625,-7.19129273916715
7.5,696.75875,-7.08974345833254
7.5,698.255,-6.99020613846427
7.5,699.75125,-6.89263797300698
7.5,701.2475,-6.79699741071158
7.5,702.74375,-6.70324412400859
7.5,704.24,-6.61133897740166
7.5,705.73625,-6.52124399608031
7.5,707.2325,-6.43292233491505
7.5,708.72875,-6.34633824796558
7.5,710.225,-6.26145705860449
7.5,711.72125,-6.17824513033866
7.5,713.2175,-6.09666983838771
7.5,714.71375,-6.01669954206603
7.5,716.21,-5.93830355799683
7.5,717.70625,-5.86145213417854
7.5,719.2025,-5.7861164249116
7.5,720.69875,-5.71226846658476
7.5,722.195,-5.63988115431438
7.5,723.69125,-5.56892821942181
7.5,725.1875,-5.49938420772958
7.5,726.68375,-5.43122445865131
7.5,728.18,-5.3644250850466
7.5,729.67625,-5.29896295380706
7.5,731.1725,-5.23481566713656
7.5,732.66875,-5.1719615444843
7.5,734.165,-5.11037960508633
7.5,735.66125,-5.05004955106706
7.5,737.1575,-4.99095175104726
7.5,738.65375,-4.93306722420354
7.5,740.15,-4.87637762471645
7.5,741.64625,-4.82086522654231
7.5,743.1425,-4.76651290843646
7.5,744.63875,-4.71330413915084
7.5,746.135,-4.66122296272191
7.5,747.63125,-4.61025398375667
7.5,749.1275,-4.56038235261739
7.5,750.62375,-4.51159375039605
7.5,752.12,-4.46387437355874
7.5,753.61625,-4.4172109181295
7.5,755.1125,-4.37159056326989
7.5,756.60875,-4.32700095409633
7.5,758.105,-4.28343018356289
7.5,759.60125,-4.24086677321783
7.5,761.0975,-4.19929965262509
7.5,762.59375,-4.15871813722091
7.5,764.09,-4.1191119043521
7.5,765.58625,-4.08047096721856
7.5,767.0825,-4.04278564641732
7.5,768.57875,-4.0060465387532
7.5,770.075,-3.97024448295538
7.5,771.57125,-3.93537052190195
7.5,773.0675,-3.90141586092475
7.5,774.56375,-3.86837182172768
7.5,776.06,-3.83622979141729
7.5,777.55625,-3.80498116610833
7.5,779.0525,-3.77461728852761
7.5,780.54875,-3.74512937900868
7.5,782.045,-3.71650845923391
7.5,783.54125,-3.68874526805666
7.5,785.0375,-3.66183016871217
7.5,786.53375,-3.63575304671543
7.5,788.03,-3.61050319774541
7.5,789.52625,-3.58606920482881
7.5,791.0225,-3.56243880417682
7.5,792.51875,-3.53959873908778
7.5,794.015,-3.51753460142434
7.5,795.51125,-3.49623066030627
7.5,797.0075,-3.47566967783965
7.5,798.50375,-3.45583271193571
7.5,800,-3.43669890657224
10,201.5,-1.25689148637124
10,202.99625,-1.24912826541578
10,204.4925,-1.24202680075719
10,205.98875,-1.23556414199527
10,207.485,-1.22971844322639
10,208.98125,-1.22446890570385
10,210.4775,-1.21979572371127
10,211.97375,-1.21568003349223
10,213.47,-1.21210386508022
10,214.96625,-1.2090500968757
10,216.4625,-1.20650241282097
10,217.95875,-1.20444526202832
10,219.455,-1.20286382072271
10,220.95125,-1.20174395636601
10,222.4475,-1.20107219383603
10,223.94375,-1.20083568353992
10,225.44,-1.20102217134761
10,226.93625,-1.20161997023753
10,228.4325,-1.20261793355231
10,229.92875,-1.20400542976862
10,231.425,-1.20577231869037
10,232.92125,-1.20790892898038
10,234.4175,-1.21040603695037
10,235.91375,-1.21325484653428
10,237.41,-1.21644697037434
10,238.90625,-1.21997441195394
10,240.4025,-1.2238295487151
10,241.89875,-1.22800511610275
10,243.395,-1.23249419248112
10,244.89125,-1.23729018487141
10,246.3875,-1.2423868154629
10,247.88375,-1.24777810885276
10,249.38,-1.25345837997265
10,250.87625,-1.25942222266278
10,252.3725,-1.26566449885672
10,253.86875,-1.27218032834244
10,255.365,-1.27896507906726
10,256.86125,-1.2860143579565
10,258.3575,-1.29332400221739
10,259.85375,-1.30089007110167
10,261.35,-1.30870883810196
10,262.84625,-1.3167767835585
10,264.3425,-1.32509058765427
10,265.83875,-1.33364712377801
10,267.335,-1.34244345223575
10,268.83125,-1.35147681429273
10,270.3275,-1.36074462652873
10,271.82375,-1.37024447549082
10,273.32,-1.3799741126285
10,274.81625,-1.38993144949714
10,276.3125,-1.40011455321654
10,277.80875,-1.41052164217209
10,279.305,-1.42115108194682
10,280.80125,-1.43200138147343
10,282.2975,-1.44307118939593
10,283.79375,-1.45435929063109
10,285.29,-1.46586460312069
10,286.78625,-1.47758617476585
10,288.2825,-1.48952318053542
10,289.77875,-1.50167491974081
10,291.275,-1.51404081347009
10,292.77125,-1.52662040217458
10,294.2675,-1.5394133434017
10,295.76375,-1.55241940966797
10,297.26,-1.56563848646672
10,298.75625,-1.57907057040503
10,300.2525,-1.59271576746513
10,301.74875,-1.60657429138546
10,303.245,-1.62064646215699
10,304.74125,-1.63493270463084
10,306.2375,-1.64943354723308
10,307.73375,-1.66414962078321
10,309.23,-1.67908165741294
10,310.72625,-1.69423048958187
10,312.2225,-1.70959704918728
10,313.71875,-1.72518236676501
10,315.215,-1.74098757077894
10,316.71125,-1.7570138869965
10,318.2075,-1.7732626379479
10,319.70375,-1.78973524246699
10,321.2,-1.8064332153117
10,322.69625,-1.82335816686208
10,324.1925,-1.84051180289441
10,325.68875,-1.85789592442963
10,327.185,-1.87551242765457
10,328.68125,-1.8933633039147
10,330.1775,-1.91145063977713
10,331.67375,-1.92977661716259
10,333.17,-1.94834351354546
10,334.66625,-1.96715370222088
10,336.1625,-1.98620965263801
10,337.65875,-2.00551393079874
10,339.155,-2.02506919972115
10,340.65125,-2.04487821996716
10,342.1475,-2.0649438502338
10,343.64375,-2.08526904800777
10,345.14,-2.10585687028283
10,346.63625,-2.12671047433992
10,348.1325,-2.14783311858962
10,349.62875,-2.16922816347704
10,351.125,-2.19089907244893
10,352.62125,-2.21284941298321
10,354.1175,-2.23508285768082
10,355.61375,-2.25760318542035
10,357.11,-2.28041428257541
10,358.60625,-2.30352014429523
10,360.1025,-2.32692487584893
10,361.59875,-2.35063269403371
10,363.095,-2.37464792864778
10,364.59125,-2.39897502402832
10,366.0875,-2.42361854065549
10,367.58375,-2.44858315682297
10,369.08,-2.47387367037595
10,370.57625,-2.49949500051758
10,372.0725,-2.52545218968464
10,373.56875,-2.55175040549374
10,375.065,-2.57839494275893
10,376.56125,-2.60539122558219
10,378.0575,-2.63274480951791
10,379.55375,-2.66046138381282
10,381.05,-2.68854677372291
10,382.54625,-2.71700694290877
10,384.0425,-2.74584799591116
10,385.53875,-2.77507618070848
10,387.035,-2.80469789135798
10,388.53125,-2.83471967072279
10,390.0275,-2.8651482132867
10,391.52375,-2.89599036805898
10,393.02,-2.92725314157145
10,394.51625,-2.95894370097033
10,396.0125,-2.99106937720526
10,397.50875,-3.02363766831833
10,399.005,-3.05665624283574
10,400.50125,-3.09013294326523
10,401.9975,-3.12407578970219
10,403.49375,-3.1584929835478
10,404.99,-3.19339291134258
10,406.48625,-3.22878414871886
10,407.9825,-3.26467546447595
10,409.47875,-3.3010758247819
10,410.975,-3.33799439750589
10,412.47125,-3.37544055668565
10,413.9675,-3.4134238871342
10,415.46375,-3.45195418919076
10,416.96,-3.4910414836207
10,418.45625,-3.53069601666943
10,419.9525,-3.57092826527592
10,421.44875,-3.61174894245111
10,422.945,-3.65316900282727
10,424.44125,-3.69519964838414
10,425.9375,-3.73785233435847
10,427.43375,-3.78113877534321
10,428.93,-3.8250709515836
10,430.42625,-3.86966111547697
10,431.9225,-3.91492179828394
10,433.41875,-3.96086581705855
10,434.915,-4.00750628180555
10,436.41125,-4.05485660287298
10,437.9075,-4.10293049858887
10,439.40375,-4.15174200315077
10,440.9,-4.20130547477758
10,442.39625,-4.25163560413307
10,443.8925,-4.30274742303099
10,445.38875,-4.35465631343188
10,446.885,-4.40737801674198
10,448.38125,-4.4609286434249
10,449.8775,-4.51532468293699
10,451.37375,-4.57058301399742
10,452.87,-4.62672091520439
10,454.36625,-4.68375607600882
10,455.8625,-4.74170660805708
10,457.35875,-4.80059105691428
10,458.855,-4.86042841417966
10,460.35125,-4.92123813000556
10,461.8475,-4.98304012603093
10,463.34375,-5.04585480874048
10,464.84,-5.10970308325965
10,466.33625,-5.17460636759513
10,467.8325,-5.24058660732995
10,469.32875,-5.30766629078084
10,470.825,-5.37586846462446
10,472.32125,-5.44521674999744
10,473.8175,-5.51573535907314
10,475.31375,-5.58744911211584
10,476.81,-5.66038345500992
10,478.30625,-5.73456447725878
10,479.8025,-5.81001893044351
10,481.29875,-5.88677424712718
10,482.795,-5.96485856018479
10,484.29125,-6.04430072253232
10,485.7875,-6.12513032722069
10,487.28375,-6.20737772785144
10,488.78,-6.2910740592605
10,490.27625,-6.37625125840378
10,491.7725,-6.46294208536455
10,493.26875,-6.55118014438558
10,494.765,-6.6409999048096
10,496.26125,-6.73243672178936
10,497.7575,-6.82552685660238
10,499.25375,-6.92030749637494
10,500.75,-7.01681677298481
10,502.24625,-7.11509378087131
10,503.7425,-7.21517859343367
10,505.23875,-7.31711227764398
10,506.735,-7.42093690643673
10,508.23125,-7.52669556836305
10,509.7275,-7.63443237391196
10,511.22375,-7.74419245780092
10,512.72,-7.85602197642218
10,514.21625,-7.96996809949753
10,515.7125,-8.08607899483759
10,517.20875,-8.20440380492086
10,518.705,-8.32499261379783
10,520.20125,-8.44789640258104
10,521.6975,-8.5731669914986
10,523.19375,-8.7008569661599
10,524.69,-8.83101958529959
10,526.18625,-8.96370866682298
10,527.6825,-9.09897844846063
10,529.17875,-9.23688341874351
10,530.675,-9.37747811331719
10,532.17125,-9.5208168708126
10,533.6675,-9.6669535415623
10,535.16375,-9.81594114138067
10,536.66,-9.96783144138858
10,538.15625,-10.122674483442
10,539.6525,-10.2805180090898
10,541.14875,-10.4414067881198
10,542.645,-10.6053818306238
10,544.14125,-10.7724794641063
10,545.6375,-10.9427302544488
10,547.13375,-11.1161577465227
10,548.63,-11.2927769969085
10,550.12625,-11.4725928675579
10,551.6225,-11.655598045373
10,553.11875,-11.8417707486682
10,554.615,-12.0310720774907
10,556.11125,-12.2234429610298
10,557.6075,-12.4188006522257
10,559.10375,-12.6170347176964
10,560.6,-12.8180024709777
10,562.09625,-13.0215237998009
10,563.5925,-13.2273753450517
10,565.08875,-13.4352840018874
10,566.585,-13.644919734436
10,568.08125,-13.8558877272432
10,569.5775,-14.0677199423404
10,571.07375,-14.2798662139672
10,572.57,-14.491685097156
10,574.06625,-14.7024347945813
10,575.5625,-14.9112646199221
10,577.05875,-15.1172076142998
10,578.555,-15.3191751093669
10,580.05125,-15.5159542137028
10,581.5475,-15.7062093664817
10,583.04375,-15.8884892210494
10,584.54,-16.0612401469441
10,586.03625,-16.2228275194523
10,587.5325,-16.3715656474309
10,589.02875,-16.5057566314091
10,590.525,-16.6237376338271
10,592.02125,-16.7239350210332
10,593.5175,-16.8049227074313
10,595.01375,-16.8654809681037
10,596.51,-16.9046512056359
10,598.00625,-16.9217818783183
10,599.5025,-16.9165611764192
10,600.99875,-16.889033103793
10,602.495,-16.8395952606659
10,603.99125,-16.7689785646998
10,605.4875,-16.6782110460842
10,606.98375,-16.5685693745551
10,608.48,-16.4415226866128
10,609.97625,-16.2986734947791
10,611.4725,-16.1417000443859
10,612.96875,-15.9723036141023
10,614.465,-15.7921631580262
10,615.96125,-15.6028985702411
10,617.4575,-15.4060428743123
10,618.95375,-15.2030228888513
10,620.45,-14.9951474215601
10,621.94625,-14.7836017779099
10,623.4425,-14.5694472909576
10,624.93875,-14.353624631457
10,626.435,-14.1369597913411
10,627.93125,-13.920171807294
10,629.4275,-13.7038814743641
10,630.92375,-13.4886204729585
10,632.42,-13.2748404853368
10,633.91625,-13.0629220054028
10,635.4125,-12.8531826478214
10,636.90875,-12.6458848413257
10,638.405,-12.4412428497342
10,639.90125,-12.2394291062553
10,641.3975,-12.0405798755417
10,642.89375,-11.8448002767383
10,644.39,-11.6521687120014
10,645.88625,-11.4627407507442
10,647.3825,-11.2765525218012
10,648.87875,-11.0936236650546
10,650.375,-10.9139598917464
10,651.87125,-10.7375551993884
10,653.3675,-10.5643937833521
10,654.86375,-10.3944516832075
10,656.36,-10.2276981978916
10,657.85625,-10.0640970999815
10,659.3525,-9.9036076757847
10,660.84875,-9.74618561470343
10,662.345,-9.59178376838168
10,663.84125,-9.44035279750673
10,665.3375,-9.29184172179906
10,666.83375,-9.14619838666117
10,668.33,-9.00336985814714
10,669.82625,-8.86330275633438
10,671.3225,-8.72594353580297
10,672.81875,-8.59123872073327
10,674.315,-8.45913510109736
10,675.81125,-8.32957989552247
10,677.3075,-8.2025208856332
10,678.80375,-8.07790652600908
10,680.3,-7.9556860333187
10,681.79625,-7.83580945769543
10,683.2925,-7.71822773899157
10,684.78875,-7.60289275017919
10,686.285,-7.48975732984912
10,687.78125,-7.37877530548579
10,689.2775,-7.26990150896114
10,690.77375,-7.16309178548764
10,692.27,-7.05830299709653
10,693.76625,-6.95549302155759
10,695.2625,-6.85462074752641
10,696.75875,-6.75564606659584
10,698.255,-6.65852986283041
10,699.75125,-6.56323400028172
10,701.2475,-6.46972130891134
10,702.74375,-6.37795556928635
10,704.24,-6.28790149636132
10,705.73625,-6.19952472261425
10,707.2325,-6.1127917807664
10,708.72875,-6.02767008628248
10,710.225,-5.94412791981891
10,711.72125,-5.86213440976472
10,713.2175,-5.78165951499827
10,714.71375,-5.70267400796572
10,716.21,-5.62514945817317
10,717.70625,-5.54905821617108
10,719.2025,-5.4743733981006
10,720.69875,-5.40106887086209
10,722.195,-5.32911923796045
10,723.69125,-5.25849982607576
10,725.1875,-5.18918667240504
10,726.68375,-5.1211565128171
10,728.18,-5.05438677086208
10,729.67625,-4.98885554767621
10,731.1725,-4.92454161282261
10,732.66875,-4.86142439611182
10,734.165,-4.7994839804461
10,735.66125,-4.73870109573715
10,737.1575,-4.67905711394953
10,738.65375,-4.62053404532867
10,740.15,-4.56311453587785
10,741.64625,-4.50678186615719
10,743.1425,-4.45151995148552
10,744.63875,-4.39731334363711
10,746.135,-4.34414723413656
10,747.63125,-4.29200745926878
10,749.1275,-4.24088050693676
10,750.62375,-4.1907535255173
10,752.12,-4.14161433488543
10,753.61625,-4.09345143980122
10,755.1125,-4.04625404587991
10,756.60875,-4.00001207839626
10,758.105,-3.95471620420999
10,759.60125,-3.91035785713917
10,761.0975,-3.8669292671558
10,762.59375,-3.82442349383185
10,764.09,-3.78283446452708
10,765.58625,-3.74215701788311
10,767.0825,-3.70238695327391
10,768.57875,-3.66352108696187
10,770.075,-3.62555731582672
10,771.57125,-3.58849468967104
10,773.0675,-3.55233349326879
10,774.56375,-3.51707533951465
10,776.06,-3.4827232752601
10,777.55625,-3.4492819016916
10,779.0525,-3.41675751143121
10,780.54875,-3.38515824492598
10,782.045,-3.35449426915962
10,783.54125,-3.32477798228276
10,785.0375,-3.29602424843976
10,786.53375,-3.26825066790197
10,788.03,-3.2414778886318
10,789.52625,-3.21572996665006
10,791.0225,-3.19103478411705
10,792.51875,-3.16742453594605
10,794.015,-3.14493629814499
10,795.51125,-3.12361269406087
10,797.0075,-3.10350267845337
10,798.50375,-3.08466246408046
10,800,-3.06715662154312
12.5,201.5,-1.20948107014538
12.5,202.99625,-1.20447431458514
12.5,204.4925,-1.20016537104332
12.5,205.98875,-1.19651285922294
12.5,207.485,-1.19347932190814
12.5,208.98125,-1.19103079324061
12.5,210.4775,-1.18913642314297
12.5,211.97375,-1.18776814957949
12.5,213.47,-1.18690041171255
12.5,214.96625,-1.18650989813366
12.5,216.4625,-1.18657532526888
12.5,217.95875,-1.18707724181875
12.5,219.455,-1.18799785572307
12.5,220.95125,-1.1893208806645
12.5,222.4475,-1.19103139956207
12.5,223.94375,-1.19311574287195
12.5,225.44,-1.19556137981979
12.5,226.93625,-1.19835682094832
12.5,228.4325,-1.20149153058241
12.5,229.92875,-1.20495584799942
12.5,231.425,-1.20874091625021
12.5,232.92125,-1.21283861771037
12.5,234.4175,-1.21724151555627
12.5,235.91375,-1.22194280045857
12.5,237.41,-1.22693624187067
12.5,238.90625,-1.23221614336231
12.5,240.4025,-1.23777730151185
12.5,241.89875,-1.24361496792558
12.5,243.395,-1.24972481400028
12.5,244.89125,-1.2561028980877
12.5,246.3875,-1.26274563475662
12.5,247.88375,-1.26964976588171
12.5,249.38,-1.27681233331851
12.5,250.87625,-1.28423065295101
12.5,252.3725,-1.29190228992397
12.5,253.86875,-1.29982503489586
12.5,255.365,-1.30799688117067
12.5,256.86125,-1.31641600258906
12.5,258.3575,-1.32508073208048
12.5,259.85375,-1.3339895407992
12.5,261.35,-1.34314101778837
12.5,262.84625,-1.35253385013766
12.5,264.3425,-1.36216680362172
12.5,265.83875,-1.37203870382841
12.5,267.335,-1.38214841780822
12.5,268.83125,-1.39249483629816
12.5,270.3275,-1.40307685659559
12.5,271.82375,-1.41389336617904
12.5,273.32,-1.42494322719367
12.5,274.81625,-1.4362252619383
12.5,276.3125,-1.44773823950843
12.5,277.80875,-1.4594808637641
12.5,279.305,-1.47145176280325
12.5,280.80125,-1.48364948012823
12.5,282.2975,-1.49607246769596
12.5,283.79375,-1.50871908103929
12.5,285.29,-1.52158757663805
12.5,286.78625,-1.53467611170294
12.5,288.2825,-1.5479827465125
12.5,289.77875,-1.56150544941429
12.5,291.275,-1.57524210456462
12.5,292.77125,-1.58919052243831
12.5,294.2675,-1.60334845309124
12.5,295.76375,-1.61771360210509
12.5,297.26,-1.63228364908687
12.5,298.75625,-1.64705626853756
12.5,300.2525,-1.66202915284606
12.5,301.74875,-1.6772000371088
12.5,303.245,-1.69256672542398
12.5,304.74125,-1.70812711826463
12.5,306.2375,-1.72387924049832
12.5,307.73375,-1.7398212695952
12.5,309.23,-1.75595156355169
12.5,310.72625,-1.7722686880553
12.5,312.2225,-1.78877144242694
12.5,313.71875,-1.80545888390142
12.5,315.215,-1.822330349843
12.5,316.71125,-1.83938547754019
12.5,318.2075,-1.85662422128088
12.5,319.70375,-1.87404686647311
12.5,321.2,-1.89165404064612
12.5,322.69625,-1.90944672123811
12.5,324.1925,-1.92742624014931
12.5,325.68875,-1.94559428510878
12.5,327.185,-1.96395289796832
12.5,328.68125,-1.98250447009613
12.5,330.1775,-2.00125173509345
12.5,331.67375,-2.02019775909956
12.5,333.17,-2.03934592898254
12.5,334.66625,-2.05869993873557
12.5,336.1625,-2.07826377441104
12.5,337.65875,-2.09804169792775
12.5,339.155,-2.11803823008136
12.5,340.65125,-2.13825813307557
12.5,342.1475,-2.15870639287233
12.5,343.64375,-2.17938820163567
12.5,345.14,-2.20030894051576
12.5,346.63625,-2.22147416298991
12.5,348.1325,-2.24288957894548
12.5,349.62875,-2.26456103965805
12.5,351.125,-2.28649452378703
12.5,352.62125,-2.30869612448099
12.5,354.1175,-2.33117203765728
12.5,355.61375,-2.35392855149493
12.5,357.11,-2.37697203715724
12.5,358.60625,-2.40030894074023
12.5,360.1025,-2.42394577642652
12.5,361.59875,-2.44788912080962
12.5,363.095,-2.47214560834243
12.5,364.59125,-2.4967219278548
12.5,366.0875,-2.52162482007851
12.5,367.58375,-2.54686107611349
12.5,369.08,-2.57243753676683
12.5,370.57625,-2.59836109269485
12.5,372.0725,-2.62463868527914
12.5,373.56875,-2.6512773081689
12.5,375.065,-2.67828400942446
12.5,376.56125,-2.70566589419965
12.5,378.0575,-2.73343012790489
12.5,379.55375,-2.76158393979618
12.5,381.05,-2.79013462694002
12.5,382.54625,-2.81908955850816
12.5,384.0425,-2.84845618036073
12.5,385.53875,-2.8782420198804
12.5,387.035,-2.90845469102452
12.5,388.53125,-2.93910189956601
12.5,390.0275,-2.97019144849789
12.5,391.52375,-3.00173124357952
12.5,393.02,-3.03372929900634
12.5,394.51625,-3.06619374318764
12.5,396.0125,-3.09913282462018
12.5,397.50875,-3.13255491784756
12.5,399.005,-3.16646852949823
12.5,400.50125,-3.20088230439654
12.5,401.9975,-3.23580503174385
12.5,403.49375,-3.2712456513679
12.5,404.99,-3.30721326004073
12.5,406.48625,-3.34371711786632
12.5,407.9825,-3.38076665474094
12.5,409.47875,-3.41837147688994
12.5,410.975,-3.4565413734859
