"fat_thickness [mm]","Freq [MHz]","VSWR(1) []"
7.5,618.95375,1.37072751118003
7.5,620.45,1.38251957815932
7.5,621.94625,1.394990539829
7.5,623.4425,1.40810961411689
7.5,624.93875,1.42184820601181
7.5,626.435,1.43617993848876
7.5,627.93125,1.45108062276181
7.5,629.4275,1.46652818479909
7.5,630.92375,1.48250256208865
7.5,632.42,1.49898558179303
7.5,633.91625,1.51596082886976
7.5,635.4125,1.53341351054992
7.5,636.90875,1.55133032177467
7.5,638.405,1.56969931476485
7.5,639.90125,1.5885097747983
7.5,641.3975,1.60775210343843
7.5,642.89375,1.62741770984813
7.5,644.39,1.64749891038557
7.5,645.88625,1.66798883637633
7.5,647.3825,1.6888813497542
7.5,648.87875,1.71017096613667
7.5,650.375,1.73185278482942
7.5,651.87125,1.75392242522099
7.5,653.3675,1.77637596902294
7.5,654.86375,1.79920990782303
7.5,656.36,1.8224210954425
7.5,657.85625,1.84600670461988
7.5,659.3525,1.86996418757729
7.5,660.84875,1.89429124006177
7.5,662.345,1.91898576848892
7.5,663.84125,1.94404585985071
7.5,665.3375,1.96946975408148
7.5,666.83375,1.99525581860601
7.5,668.33,2.02140252482136
7.5,669.82625,2.04790842628915
7.5,671.3225,2.07477213843814
7.5,672.81875,2.10199231959681
7.5,674.315,2.12956765319479
7.5,675.81125,2.15749683098832
7.5,677.3075,2.18577853717904
7.5,678.80375,2.21441143330963
7.5,680.3,2.24339414383031
7.5,681.79625,2.27272524224143
7.5,683.2925,2.30240323772623
7.5,684.78875,2.33242656219595
7.5,686.285,2.3627935576771
7.5,687.78125,2.39350246397645
7.5,689.2775,2.42455140656631
7.5,690.77375,2.45593838463597
7.5,692.27,2.48766125926174
7.5,693.76625,2.51971774165059
7.5,695.2625,2.55210538141693
7.5,696.75875,2.58482155485518
7.5,698.255,2.61786345317373
7.5,699.75125,2.651228070659
7.5,701.2475,2.68491219274056
7.5,702.74375,2.71891238393112
7.5,704.24,2.75322497561708
7.5,705.73625,2.78784605367812
7.5,707.2325,2.82277144591593
7.5,708.72875,2.85799670927483
7.5,710.225,2.89351711683933
7.5,711.72125,2.92932764459528
7.5,713.2175,2.96542295794481
7.5,714.71375,3.0017973979663
7.5,716.21,3.03844496741523
7.5,717.70625,3.07535931646272
7.5,719.2025,3.11253372817321
7.5,720.69875,3.14996110372577
7.5,722.195,3.18763394738709
7.5,723.69125,3.22554435124912
7.5,725.1875,3.26368397974853
7.5,726.68375,3.30204405399088
7.5,728.18,3.3406153359078
7.5,729.67625,3.37938811228266
7.5,731.1725,3.4183521786869
7.5,732.66875,3.45749682337801
7.5,734.165,3.49681081121832
7.5,735.66125,3.53628236768465
7.5,737.1575,3.57589916305019
7.5,738.65375,3.61564829683112
7.5,740.15,3.65551628260628
7.5,741.64625,3.69548903333166
7.5,743.1425,3.73555184728985
7.5,744.63875,3.77568939483219
7.5,746.135,3.81588570609255
7.5,747.63125,3.85612415987435
7.5,749.1275,3.8963874739373
7.5,750.62375,3.93665769693699
7.5,752.12,3.97691620230127
7.5,753.61625,4.01714368435914
7.5,755.1125,4.05732015707343
7.5,756.60875,4.09742495576711
7.5,758.105,4.13743674227333
7.5,759.60125,4.17733351398577
7.5,761.0975,4.2170926173317
7.5,762.59375,4.25669076624197
7.5,764.09,4.29610406624634
7.5,765.58625,4.33530804487969
7.5,767.0825,4.37427768914307
7.5,768.57875,4.41298749082907
7.5,770.075,4.45141150058088
7.5,771.57125,4.48952339162432
7.5,773.0675,4.52729653417413
7.5,774.56375,4.56470408158413
7.5,776.06,4.60171906937301
7.5,777.55625,4.63831452831558
7.5,779.0525,4.67446361284695
7.5,780.54875,4.7101397460689
7.5,782.045,4.74531678268642
7.5,783.54125,4.77996919121962
7.5,785.0375,4.81407225684199
7.5,786.53375,4.84760230617481
7.5,788.03,4.88053695531894
7.5,789.52625,4.91285538232823
7.5,791.0225,4.94453862520466
7.5,792.51875,4.97556990633375
7.5,794.015,5.00593498405763
7.5,795.51125,5.03562253180456
7.5,797.0075,5.06462454484457
7.5,798.50375,5.09293677431936
7.5,800,5.12055918768484
10,201.5,13.8453334812932
10,202.99625,13.9310823529357
10,204.4925,14.0104621744678
10,205.98875,14.0834958624713
10,207.485,14.1502196994227
10,208.98125,14.2106827008756
10,210.4775,14.2649459455785
10,211.97375,14.3130818749851
10,213.47,14.3551735685726
10,214.96625,14.391314001261
10,216.4625,14.4216052890316
10,217.95875,14.4461579285835
10,219.455,14.4650900365523
10,220.95125,14.4785265934567
10,222.4475,14.4865986971444
10,223.94375,14.4894428300893
10,225.44,14.4872001444535
10,226.93625,14.4800157683813
10,228.4325,14.4680381365449
10,229.92875,14.4514183475143
10,231.425,14.4303095500953
10,232.92125,14.4048663603568
10,234.4175,14.3752443106756
10,235.91375,14.3415993317463
10,237.41,14.3040872681607
10,238.90625,14.2628634278337
10,240.4025,14.2180821652645
10,241.89875,14.169896498354
10,243.395,14.1184577582685
10,244.89125,14.0639152716316
10,246.3875,14.0064160741519
10,247.88375,13.9461046546416
10,249.38,13.883122728259
10,250.87625,13.8176090377058
10,252.3725,13.7496991810355
10,253.86875,13.6795254646695
10,255.365,13.6072167801814
10,256.86125,13.5328985033887
10,258.3575,13.456692414285
10,259.85375,13.3787166363539
10,261.35,13.2990855938235
10,262.84625,13.2179099854528
10,264.3425,13.135296773474
10,265.83875,13.0513491863647
10,267.335,12.9661667341687
10,268.83125,12.8798452351435
10,270.3275,12.7924768525668
10,271.82375,12.7041501405971
10,273.32,12.6149500981436
10,274.81625,12.524958229763
10,276.3125,12.4342526126648
10,277.80875,12.3429079689672
10,279.305,12.2509957424054
10,280.80125,12.158584178757
10,282.2975,12.0657384093019
10,283.79375,11.9725205366949
10,285.29,11.8789897226777
10,286.78625,11.7852022771104
10,288.2825,11.6912117478507
10,289.77875,11.5970690110543
10,291.275,11.5028223615121
10,292.77125,11.4085176026823
10,294.2675,11.3141981361116
10,295.76375,11.2199050499757
10,297.26,11.1256772065018
10,298.75625,11.0315513280659
10,300.2525,10.9375620817867
10,301.74875,10.8437421624628
10,303.245,10.7501223737225
10,304.74125,10.6567317072805
10,306.2375,10.5635974202107
10,307.73375,10.4707451101667
10,309.23,10.3781987884952
10,310.72625,10.2859809512013
10,312.2225,10.1941126477418
10,313.71875,10.1026135476288
10,315.215,10.0115020048416
10,316.71125,9.92079512004934
10,318.2075,9.83050880066005
10,319.70375,9.7406578187137
10,321.2,9.65125586664717
10,322.69625,9.56231561096257
10,324.1925,9.47384874383476
10,325.68875,9.38586603269914
10,327.185,9.29837736786251
10,328.68125,9.21139180818398
10,330.1775,9.1249176248738
10,331.67375,9.03896234346066
10,333.17,8.95353278397884
10,334.66625,8.86863509942773
10,336.1625,8.78427481255646
10,337.65875,8.70045685102748
10,339.155,8.61718558101185
10,340.65125,8.53446483926997
10,342.1475,8.45229796377029
10,343.64375,8.37068782289819
10,345.14,8.28963684330676
10,346.63625,8.20914703646004
10,348.1325,8.12922002391855
10,349.62875,8.04985706141573
10,351.125,7.97105906177301
10,352.62125,7.89282661669978
10,354.1175,7.81516001752378
10,355.61375,7.73805927489533
10,357.11,7.66152413750859
10,358.60625,7.58555410988092
10,360.1025,7.51014846923041
10,361.59875,7.4353062814904
10,363.095,7.36102641649822
10,364.59125,7.28730756239449
10,366.0875,7.21414823926763
10,367.58375,7.14154681207709
10,369.08,7.06950150288779
10,370.57625,6.99801040244654
10,372.0725,6.92707148113054
10,373.56875,6.85668259929645
10,375.065,6.78684151705766
10,376.56125,6.71754590351616
10,378.0575,6.64879334547421
10,379.55375,6.5805813556503
10,381.05,6.51290738042237
10,382.54625,6.44576880712084
10,384.0425,6.37916297089254
10,385.53875,6.31308716115599
10,387.035,6.24753862766767
10,388.53125,6.18251458621766
10,390.0275,6.11801222397279
10,391.52375,6.05402870448404
10,393.02,5.99056117237474
10,394.51625,5.92760675772492
10,396.0125,5.86516258016681
10,397.50875,5.80322575270562
10,399.005,5.7417933852791
10,400.50125,5.68086258806901
10,401.9975,5.62043047457664
10,403.49375,5.56049416447435
10,404.99,5.50105078624431
10,406.48625,5.44209747961526
10,407.9825,5.38363139780758
10,409.47875,5.32564970959645
10,410.975,5.26814960120253
10,412.47125,5.2111282780192
10,413.9675,5.15458296618474
10,415.46375,5.09851091400799
10,416.96,5.04290939325496
10,418.45625,4.98777570030428
10,419.9525,4.93310715717845
10,421.44875,4.87890111245791
10,422.945,4.82515494208447
10,424.44125,4.77186605006061
10,425.9375,4.71903186905061
10,427.43375,4.6666498608894
10,428.93,4.6147175170049
10,430.42625,4.56323235875919
10,431.9225,4.51219193771372
10,433.41875,4.46159383582382
10,434.915,4.41143566556721
10,436.41125,4.36171507001137
10,437.9075,4.31242972282431
10,439.40375,4.26357732823336
10,440.9,4.21515562093607
10,442.39625,4.16716236596777
10,443.8925,4.11959535852965
10,445.38875,4.07245242378166
10,446.885,4.02573141660399
10,448.38125,3.97943022133123
10,449.8775,3.93354675146291
10,451.37375,3.88807894935434
10,452.87,3.84302478589143
10,454.36625,3.79838226015329
10,455.8625,3.7541493990663
10,457.35875,3.71032425705343
10,458.855,3.66690491568241
10,460.35125,3.62388948331667
10,461.8475,3.58127609477268
10,463.34375,3.53906291098754
10,464.84,3.49724811870078
10,466.33625,3.45582993015417
10,467.8325,3.41480658281368
10,469.32875,3.37417633911766
10,470.825,3.33393748625549
10,472.32125,3.29408833598109
10,473.8175,3.25462722446588
10,475.31375,3.2155525121957
10,476.81,3.176862583917
10,478.30625,3.13855584863692
10,479.8025,3.10063073968317
10,481.29875,3.06308571482911
10,482.795,3.02591925649005
10,484.29125,2.9891298719973
10,485.7875,2.95271609395665
10,487.28375,2.9166764806985
10,488.78,2.88100961682744
10,490.27625,2.84571411387955
10,491.7725,2.81078861109632
10,493.26875,2.7762317763249
10,494.765,2.74204230705496
10,496.26125,2.70821893160357
10,497.7575,2.67476041046012
10,499.25375,2.64166553780491
10,500.75,2.60893314321553
10,502.24625,2.57656209357715
10,503.7425,2.54455129521399
10,505.23875,2.51289969626078
10,506.735,2.48160628929527
10,508.23125,2.45067011425454
10,509.7275,2.4200902616603
10,511.22375,2.38986587618096
10,512.72,2.35999616056112
10,514.21625,2.33048037995219
10,515.7125,2.30131786668153
10,517.20875,2.27250802550151
10,518.705,2.24405033936419
10,520.20125,2.21594437577227
10,521.6975,2.18818979376269
10,523.19375,2.16078635158507
10,524.69,2.13373391514419
10,526.18625,2.10703246728331
10,527.6825,2.08068211799346
10,529.17875,2.05468311564325
10,530.675,2.02903585933395
10,532.17125,2.00374091249609
10,533.6675,1.97879901785628
10,535.16375,1.95421111391655
10,536.66,1.92997835310349
10,538.15625,1.90610212176042
10,539.6525,1.88258406217313
10,541.14875,1.85942609683791
10,542.645,1.83663045519949
10,544.14125,1.81419970310607
10,545.6375,1.79213677524788
10,547.13375,1.77044501086385
10,548.63,1.74912819301749
10,550.12625,1.72819059175548
10,551.6225,1.70763701146905
10,553.11875,1.68747284277662
10,554.615,1.66770411923097
10,556.11125,1.64833757912228
10,557.6075,1.62938073259157
10,559.10375,1.61084193418017
10,560.6,1.59273046080811
10,562.09625,1.57505659498658
10,563.5925,1.55783171280884
10,565.08875,1.54106837591369
10,566.585,1.52478042615343
10,568.08125,1.50898308110201
10,569.5775,1.49369302778536
10,571.07375,1.47892851108549
10,572.57,1.46470941215033
10,574.06625,1.45105731083548
10,575.5625,1.43799552474011
10,577.05875,1.42554911584383
10,578.555,1.41374485422306
10,580.05125,1.4026111270141
10,581.5475,1.3921777799656
10,583.04375,1.38247587894004
10,584.54,1.37353738000328
10,586.03625,1.36539469972652
10,587.5325,1.35808018239388
10,589.02875,1.35162546815156
10,590.525,1.34606077560007
10,592.02125,1.34141412328196
10,593.5175,1.33771052575163
10,595.01375,1.3349712097116
10,596.51,1.33321290206184
10,598.00625,1.33244724277187
10,599.5025,1.3326803700469
10,600.99875,1.3339127132438
10,602.495,1.33613901167941
10,603.99125,1.33934855734289
10,605.4875,1.34352563972766
10,606.98375,1.34865015460498
10,608.48,1.35469832782867
10,609.97625,1.36164350118029
10,611.4725,1.36945692949719
10,612.96875,1.37810854549287
10,614.465,1.38756765885592
10,615.96125,1.3978035674398
10,617.4575,1.40878606901579
10,618.95375,1.42048587107649
10,620.45,1.43287490302432
10,621.94625,1.44592653968748
10,623.4425,1.4596157477142
10,624.93875,1.47391916739918
10,626.435,1.48881514233391
10,627.93125,1.50428370835065
10,629.4275,1.52030655188376
10,630.92375,1.53686694635097
10,632.42,1.55394967363588
10,633.91625,1.5715409363354
10,635.4125,1.58962826518205
10,636.90875,1.6082004249812
10,638.405,1.62724732151815
10,639.90125,1.64675991117569
10,641.3975,1.66673011443917
10,642.89375,1.68715073403016
10,644.39,1.70801537808015
10,645.88625,1.72931838851094
10,647.3825,1.75105477461258
10,648.87875,1.77322015168538
10,650.375,1.79581068452973
10,651.87125,1.81882303551523
10,653.3675,1.84225431693035
10,654.86375,1.86610204730131
10,656.36,1.890364111367
10,657.85625,1.91503872340365
10,659.3525,1.94012439360558
10,660.84875,1.96561989724321
10,662.345,1.99152424633779
10,663.84125,2.01783666361017
10,665.3375,2.04455655847956
10,666.83375,2.07168350490612
10,668.33,2.09921722088841
10,669.82625,2.12715754944306
10,671.3225,2.15550444090875
10,672.81875,2.18425793643095
10,674.315,2.2134181524959
10,675.81125,2.24298526639475
10,677.3075,2.27295950250827
10,678.80375,2.3033411193126
10,680.3,2.3341303970147
10,681.79625,2.36532762573349
10,683.2925,2.39693309414965
10,684.78875,2.42894707855262
10,686.285,2.46136983221855
10,687.78125,2.49420157505764
10,689.2775,2.52744248347295
10,690.77375,2.56109268037607
10,692.27,2.59515222530815
10,693.76625,2.62962110461666
10,695.2625,2.66449922164064
10,696.75875,2.69978638685807
10,698.255,2.73548230795062
10,699.75125,2.77158657974143
10,701.2475,2.80809867396169
10,702.74375,2.84501792880247
10,704.24,2.88234353820686
10,705.73625,2.9200745408579
10,707.2325,2.95820980881568
10,708.72875,2.99674803575637
10,710.225,3.03568772476383
10,711.72125,3.07502717562241
10,713.2175,3.11476447155699
10,714.71375,3.15489746536378
10,716.21,3.19542376487148
10,717.70625,3.23634071766934
10,719.2025,3.27764539503384
10,720.69875,3.31933457498132
10,722.195,3.36140472436841
10,723.69125,3.40385197995629
10,725.1875,3.44667212834786
10,726.68375,3.48986058470017
10,728.18,3.53341237010541
10,729.67625,3.5773220875255
10,731.1725,3.62158389615482
10,732.66875,3.66619148407398
10,734.165,3.71113803904624
10,735.66125,3.75641621729289
10,737.1575,3.80201811006967
10,738.65375,3.84793520784833
10,740.15,3.89415836188906
10,741.64625,3.94067774296738
10,743.1425,3.98748279699612
10,744.63875,4.034562197256
10,746.135,4.08190379291893
10,747.63125,4.12949455351485
10,749.1275,4.17732050895559
10,750.62375,4.22536668468746
10,752.12,4.27361703149727
10,753.61625,4.3220543494438
10,755.1125,4.37066020532656
10,756.60875,4.41941484303714
10,758.105,4.46829708606181
10,759.60125,4.51728423131817
10,761.0975,4.56635193341113
10,762.59375,4.61547407828233
10,764.09,4.66462264510126
10,765.58625,4.71376755510245
10,767.0825,4.76287650590888
10,768.57875,4.81191478969461
10,770.075,4.86084509332377
10,771.57125,4.90962727835707
10,773.0675,4.95821813853257
10,774.56375,5.00657113200075
10,776.06,5.05463608521542
10,777.55625,5.1023588649464
10,779.0525,5.14968101437137
10,780.54875,5.19653934861694
10,782.045,5.24286550443255
10,783.54125,5.28858543788044
10,785.0375,5.33361886298957
10,786.53375,5.37787862322307
10,788.03,5.42126998631995
10,789.52625,5.46368985155206
10,791.0225,5.5050258566451
10,792.51875,5.54515536948946
10,794.015,5.5839443472506
10,795.51125,5.62124604249581
10,797.0075,5.65689953238968
10,798.50375,5.69072804275333
10,800,5.7225370336887
12.5,201.5,14.3862024832573
12.5,202.99625,14.4458105938275
12.5,204.4925,14.4975097120168
12.5,205.98875,14.5416249591737
12.5,207.485,14.5784697807129
12.5,208.98125,14.6083462881457
12.5,210.4775,14.6315456031246
12.5,211.97375,14.6483482013453
12.5,213.47,14.6590242546014
12.5,214.96625,14.6638339696492
12.5,216.4625,14.6630279228368
12.5,217.95875,14.6568473896902
12.5,219.455,14.6455246688455
12.5,220.95125,14.6292833998756
12.5,222.4475,14.6083388746907
12.5,223.94375,14.5828983422979
12.5,225.44,14.5531613067924
12.5,226.93625,14.5193198185227
12.5,228.4325,14.4815587584286
12.5,229.92875,14.4400561155958
12.5,231.425,14.3949832581042
12.5,232.92125,14.3465051972741
12.5,234.4175,14.2947808454305
12.5,235.91375,14.2399632673178
12.5,237.41,14.1821999253002
12.5,238.90625,14.1216329184829
12.5,240.4025,14.0583992158803
12.5,241.89875,13.9926308837453
12.5,243.395,13.9244553071571
12.5,244.89125,13.85399540594
12.5,246.3875,13.7813698449611
12.5,247.88375,13.7066932388192
12.5,249.38,13.6300763509034
12.5,250.87625,13.5516262867583
12.5,252.3725,13.4714466816474
12.5,253.86875,13.3896378821584
12.5,255.365,13.3062971216448
12.5,256.86125,13.2215186892424
12.5,258.3575,13.1353940921474
12.5,259.85375,13.0480122107873
12.5,261.35,12.9594594464619
12.5,262.84625,12.8698198609832
12.5,264.3425,12.7791753077944
12.5,265.83875,12.6876055540102
12.5,267.335,12.5951883927892
12.5,268.83125,12.5019997454284
12.5,270.3275,12.4081137525646
12.5,271.82375,12.3136028538755
12.5,273.32,12.2185378557013
12.5,274.81625,12.1229879860581
12.5,276.3125,12.027020936581
12.5,277.80875,11.9307028910377
12.5,279.305,11.8340985401664
12.5,280.80125,11.7372710827459
12.5,282.2975,11.6402822129727
12.5,283.79375,11.5431920944194
12.5,285.29,11.4460593210622
12.5,286.78625,11.3489408661021
12.5,288.2825,11.2518920195467
12.5,289.77875,11.1549663157732
12.5,291.275,11.0582154525405
12.5,292.77125,10.9616892031587
12.5,294.2675,10.8654353237431
12.5,295.76375,10.7694994576737
12.5,297.26,10.6739250395324
12.5,298.75625,10.5787532009051
12.5,300.2525,10.4840226804857
12.5,301.74875,10.3897697409227
12.5,303.245,10.29602809478
12.5,304.74125,10.2028288418558
12.5,306.2375,10.1102004199114
12.5,307.73375,10.0181685706076
12.5,309.23,9.92675632214041
12.5,310.72625,9.83598398971703
12.5,312.2225,9.74586919462373
12.5,313.71875,9.65642690223135
12.5,315.215,9.56766947886308
12.5,316.71125,9.47960676703723
12.5,318.2075,9.39224617820082
12.5,319.70375,9.30559280170543
12.5,321.2,9.21964952845319
12.5,322.69625,9.13441718736868
12.5,324.1925,9.0498946926384
12.5,325.68875,8.96607919950772
12.5,327.185,8.88296626633649
12.5,328.68125,8.80055002059108
12.5,330.1775,8.71882332648445
12.5,331.67375,8.63777795206706
12.5,333.17,8.55740473370846
12.5,334.66625,8.47769373608826
12.5,336.1625,8.39863440602343
12.5,337.65875,8.32021571869078
12.5,339.155,8.2424263150478
12.5,340.65125,8.16525462950468
12.5,342.1475,8.08868900714686
12.5,343.64375,8.01271781004533
12.5,345.14,7.93732951241447
12.5,346.63625,7.86251278458086
12.5,348.1325,7.78825656590812
12.5,349.62875,7.71455012698073
12.5,351.125,7.64138312148137
12.5,352.62125,7.56874562830484
12.5,354.1175,7.49662818453455
12.5,355.61375,7.42502180996736
12.5,357.11,7.35391802391318
12.5,358.60625,7.28330885501521
12.5,360.1025,7.21318684484113
12.5,361.59875,7.14354504598561
12.5,363.095,7.07437701540229
12.5,364.59125,7.00567680365264
12.5,366.0875,6.93743894072014
12.5,367.58375,6.86965841899532
12.5,369.08,6.80233067398902
12.5,370.57625,6.73545156328317
12.5,372.0725,6.66901734417763
12.5,373.56875,6.60302465044308
12.5,375.065,6.53747046854139
12.5,376.56125,6.47235211362916
12.5,378.0575,6.40766720561642
12.5,379.55375,6.34341364551213
12.5,381.05,6.27958959225025
12.5,382.54625,6.21619344015625
12.5,384.0425,6.15322379718246
12.5,385.53875,6.09067946401346
12.5,387.035,6.02855941411736
12.5,388.53125,5.9668627747978
12.5,390.0275,5.90558880928193
12.5,391.52375,5.84473689986399
12.5,393.02,5.7843065321098
12.5,394.51625,5.72429728011575
12.5,396.0125,5.66470879280664
12.5,397.50875,5.60554078124818
12.5,399.005,5.54679300694391
12.5,400.50125,5.4884652710814
12.5,401.9975,5.43055740468852
12.5,403.49375,5.37306925965813
12.5,404.99,5.31600070059756
12.5,406.48625,5.25935159745835
12.5,407.9825,5.20312181890109
12.5,409.47875,5.14731122635075
12.5,410.975,5.09191966869785
