"fat_thickness [mm]","Freq [MHz]","re(Z(1,1)) []","im(Z(1,1)) []"
7.5,364.59125,171.149886489722,-177.22244045449
7.5,366.0875,170.245755770847,-175.435396088652
7.5,367.58375,169.342824746724,-173.658487762322
7.5,369.08,168.441123401013,-171.891648196357
7.5,370.57625,167.540685556978,-170.134811240277
7.5,372.0725,166.641548380824,-168.387912004351
7.5,373.56875,165.743751925252,-166.650886953407
7.5,375.065,164.847338711389,-164.923673968486
7.5,376.56125,163.952353347005,-163.206212381703
7.5,378.0575,163.058842178913,-161.498442988955
7.5,379.55375,162.166852977316,-159.800308044457
7.5,381.05,161.276434649952,-158.111751240592
7.5,382.54625,160.387636983853,-156.432717675988
7.5,384.0425,159.500510412659,-154.763153814376
7.5,385.53875,158.615105807475,-153.103007436347
7.5,387.035,157.731474289372,-151.452227585829
7.5,388.53125,156.849667061726,-149.810764512807
7.5,390.0275,155.969735260715,-148.178569613561
7.5,391.52375,155.091729822384,-146.555595369482
7.5,393.02,154.215701364812,-144.941795285339
7.5,394.51625,153.34170008402,-143.33712382772
7.5,396.0125,152.469775662345,-141.741536364228
7.5,397.50875,151.59997718814,-140.154989103884
7.5,399.005,150.73235308571,-138.577439039132
7.5,400.50125,149.866951054516,-137.008843889703
7.5,401.9975,149.003818016743,-135.449162048563
7.5,403.49375,148.143000072421,-133.898352530108
7.5,404.99,147.284542461331,-132.356374920691
7.5,406.48625,146.428489531043,-130.823189331571
7.5,407.9825,145.574884710435,-129.298756354293
7.5,409.47875,144.723770488146,-127.783037018511
7.5,410.975,143.875188395452,-126.275992752238
7.5,412.47125,143.029178993085,-124.777585344475
7.5,413.9675,142.185781861597,-123.287776910178
7.5,415.46375,141.345035594857,-121.806529857484
7.5,416.96,140.50697779637,-120.333806857149
7.5,418.45625,139.671645078079,-118.869570814083
7.5,419.9525,138.839073061381,-117.413784840936
7.5,421.44875,138.0092963801,-115.966412233628
7.5,422.945,137.182348685188,-114.527416448729
7.5,424.44125,136.358262650942,-113.096761082629
7.5,425.9375,135.537069982564,-111.674409852376
7.5,427.43375,134.718801424879,-110.260326578124
7.5,428.93,133.90348677207,-108.854475167082
7.5,430.42625,133.091154878296,-107.4568195989
7.5,431.9225,132.281833669065,-106.067323912396
7.5,433.41875,131.475550153254,-104.685952193559
7.5,434.915,130.672330435681,-103.312668564738
7.5,436.41125,129.872199730142,-101.947437174954
7.5,437.9075,129.075182372826,-100.590222191268
7.5,439.40375,128.281301836045,-99.2409877911236
7.5,440.9,127.490580742218,-97.899698155617
7.5,442.39625,126.703040878046,-96.566317463624
7.5,443.8925,125.918703208827,-95.2408098867287
7.5,445.38875,125.137587892883,-93.9231395849003
7.5,446.885,124.359714296035,-92.6132707028638
7.5,448.38125,123.58510100611,-91.311167367117
7.5,449.8775,122.813765847438,-90.016793683547
7.5,451.37375,122.045725895324,-88.7301137356018
7.5,452.87,121.280997490453,-87.4510915829752
7.5,454.36625,120.519596253223,-86.179691260767
7.5,455.8625,119.761537097981,-84.9158767790803
7.5,457.35875,119.006834247142,-83.6596121230222
7.5,458.855,118.255501245188,-82.4108612530747
7.5,460.35125,117.507550972522,-81.1695881058047
7.5,461.8475,116.762995659175,-79.9357565948861
7.5,463.34375,116.021846898356,-78.7093306124036
7.5,464.84,115.284115659832,-77.4902740304169
7.5,466.33625,114.549812303146,-76.278550702758
7.5,467.8325,113.818946590645,-75.0741244670414
7.5,469.32875,113.091527700336,-73.8769591468656
7.5,470.825,112.367564238556,-72.687018554187
7.5,472.32125,111.647064252453,-71.5042664918462
7.5,473.8175,110.930035242278,-70.3286667562321
7.5,475.31375,110.216484173492,-69.1601831400671
7.5,476.81,109.506417488678,-67.9987794352966
7.5,478.30625,108.79984111926,-66.8444194360721
7.5,479.8025,108.096760497042,-65.6970669418134
7.5,481.29875,107.397180565545,-64.5566857603371
7.5,482.795,106.70110579116,-63.4232397110424
7.5,484.29125,106.008540174121,-62.2966926281425
7.5,485.7875,105.319487259278,-61.1770083639312
7.5,487.28375,104.633950146698,-60.0641507920783
7.5,488.78,103.951931502076,-58.9580838109429
7.5,490.27625,103.273433566973,-57.8587713468994
7.5,491.7725,102.598458168867,-56.7661773576662
7.5,493.26875,101.927006731038,-55.6802658356345
7.5,494.765,101.259080282274,-54.6010008111871
7.5,496.26125,100.594679466409,-53.5283463560043
7.5,497.7575,99.9338045516902,-52.4622665863522
7.5,499.25375,99.2764554399858,-51.402725666347
7.5,500.75,98.6226316758248,-50.3496878111908
7.5,502.24625,97.9723324552798,-49.3031172903783
7.5,503.7425,97.3255566346933,-48.2629784308671
7.5,505.23875,96.682302739248,-47.2292356202109
7.5,506.735,96.0425689713884,-46.2018533096507
7.5,508.23125,95.4063532190922,-45.1807960171648
7.5,509.7275,94.7736530639966,-44.1660283304705
7.5,511.22375,94.1444657893821,-43.1575149099788
7.5,512.72,93.5187883880161,-42.1552204917016
7.5,514.21625,92.8966175698597,-41.1591098901042
7.5,515.7125,92.2779497696397,-40.1691480009077
7.5,517.20875,91.6627811542886,-39.185299803837
7.5,518.705,91.0511076302567,-38.2075303653126
7.5,520.20125,90.4429248506974,-37.2358048410895
7.5,521.6975,89.8382282225285,-36.270088478836
7.5,523.19375,89.2370129133731,-35.3103466206588
7.5,524.69,88.6392738583829,-34.3565447055702
7.5,526.18625,88.0450057669437,-33.4086482718944
7.5,527.6825,87.4542031292704,-32.4666229596209
7.5,529.17875,86.8668602228893,-31.5304345126962
7.5,530.675,86.2829711190138,-30.6000487812597
7.5,532.17125,85.7025296888132,-29.6754317238212
7.5,533.6675,85.1255296095797,-28.7565494093808
7.5,535.16375,84.551964370793,-27.8433680194919
7.5,536.66,83.9818272800887,-26.9358538502688
7.5,538.15625,83.4151114691288,-26.033973314335
7.5,539.6525,82.8518098993796,-25.1376929427189
7.5,541.14875,82.291915367798,-24.2469793866934
7.5,542.645,81.7354205124292,-23.3617994195608
7.5,544.14125,81.1823178179167,-22.4821199383832
7.5,545.6375,80.6325996209293,-21.6079079656634
7.5,547.13375,80.0862581155043,-20.7391306509701
7.5,548.63,79.5432853583116,-19.8757552725137
7.5,550.12625,79.00367327384,-19.0177492386718
7.5,551.6225,78.4674136595068,-18.1650800894656
7.5,553.11875,77.9344981906955,-17.3177154979881
7.5,554.615,77.4049184257202,-16.4756232717844
7.5,556.11125,76.8786658107225,-15.6387713541872
7.5,557.6075,76.3557316845,-14.8071278256064
7.5,559.10375,75.8361072832701,-13.980660904776
7.5,560.6,75.3197837453711,-13.1593389499561
7.5,562.09625,74.8067521159018,-12.3431304600977
7.5,563.5925,74.297003351303,-11.5320040759621
7.5,565.08875,73.7905283238813,-10.725928581207
7.5,566.585,73.287317826279,-9.92487290342951
7.5,568.08125,72.7873625758909,-9.12880611517852
7.5,569.5775,72.2906532192304,-8.33769743492749
7.5,571.07375,71.7971803362471,-7.55151622801681
7.5,572.57,71.3069344445985,-6.77023200756321
7.5,574.06625,70.8199060038753,-5.99381443533809
7.5,575.5625,70.3360854197874,-5.22223332261856
7.5,577.05875,69.8554630483057,-4.45545863100775
7.5,578.555,69.378029199769,-3.69346047323295
7.5,580.05125,68.9037741429525,-2.93620911391606
7.5,581.5475,68.4326881091031,-2.18367497032405
7.5,583.04375,67.9647612959422,-1.43582861309541
7.5,584.54,67.4999838716384,-0.692640766949578
7.5,586.03625,67.038345978753,0.0459176886229317
7.5,587.5325,66.5798377381595,0.77987571868496
7.5,589.02875,66.1244492529382,1.50926213219402
7.5,590.525,65.6721706122521,2.23410558135097
7.5,592.02125,65.2229918952012,2.95443456096479
7.5,593.5175,64.7769031746603,3.67027740782241
7.5,595.01375,64.333894521103,4.38166230006405
7.5,596.51,63.8939560064122,5.08861725656665
7.5,598.00625,63.4570777076809,5.79117013632524
7.5,599.5025,63.0232497110048,6.48934863783745
7.5,600.99875,62.592462115269,7.18318029848455
7.5,602.495,62.164705035933,7.87269249390674
7.5,603.99125,61.7399686088134,8.55791243737305
7.5,605.4875,61.3182429938689,9.23886717914083
7.5,606.98375,60.8995183789897,9.9155836058034
7.5,608.48,60.4837849837938,10.5880884396207
7.5,609.97625,60.0710330634318,11.2564082378365
7.5,611.4725,59.6612529124049,11.9205693919694
7.5,612.96875,59.2544348683966,12.5805981270855
7.5,614.465,58.8505693161224,13.2365205010389
7.5,615.96125,58.4496466911994,13.888362403687
7.5,617.4575,58.0516574840387,14.5361495560685
7.5,618.95375,57.656592243765,15.1799075095444
7.5,620.45,57.2644415821625,15.8196616449007
7.5,621.94625,56.8751961776552,16.4554371714026
7.5,623.4425,56.488846779321,17.0872591258026
7.5,624.93875,56.1053842109437,17.7151523712919
7.5,626.435,55.724799375106,18.3391415963977
7.5,627.93125,55.3470832573286,18.959251313814
7.5,629.4275,54.9722269302548,19.5755058591667
7.5,630.92375,54.6002215578878,20.1879293897059
7.5,632.42,54.2310583998819,20.796545882919
7.5,633.91625,53.8647288158924,21.401379135059
7.5,635.4125,53.5012242699866,22.0024527595833
7.5,636.90875,53.1405363351209,22.5997901854957
7.5,638.405,52.7826566976858,23.1934146555836
7.5,639.90125,52.4275771621249,23.7833492245458
7.5,641.3975,52.0752896556307,24.369616757
7.5,642.89375,51.7257862329188,24.9522399253672
7.5,644.39,51.3790590810903,25.531241207617
7.5,645.88625,51.0351005245796,26.1066428848718
7.5,647.3825,50.6939030301961,26.6784670388594
7.5,648.87875,50.3554592122633,27.2467355491978
7.5,650.375,50.0197618378571,27.811470090511
7.5,651.87125,49.6868038321511,28.3726921293572
7.5,653.3675,49.3565782838699,28.9304229209615
7.5,654.86375,49.0290784508562,29.4846835057395
7.5,656.36,48.7042977657568,30.0354947055964
7.5,657.85625,48.3822298418279,30.5828771199946
7.5,659.3525,48.0628684788695,31.1268511217631
7.5,660.84875,47.7462076692885,31.6674368526463
7.5,662.345,47.4322416042956,32.2046542185638
7.5,663.84125,47.1209646802427,32.7385228845701
7.5,665.3375,46.8123715050992,33.269062269495
7.5,666.83375,46.5064569050778,33.7962915402408
7.5,668.33,46.2032159314061,34.3202296057199
7.5,669.82625,45.9026438672541,34.8408951104034
7.5,671.3225,45.6047362348142,35.3583064274665
7.5,672.81875,45.3094888025428,35.8724816514956
7.5,674.315,45.0168975925599,36.3834385907337
7.5,675.81125,44.7269588882129,36.8911947588379
7.5,677.3075,44.4396692418041,37.3957673661132
7.5,678.80375,44.1550254824829,37.8971733101949
7.5,680.3,43.8730247243023,38.3954291661393
7.5,681.79625,43.593664374442,38.8905511758925
7.5,683.2925,43.3169421415908,39.3825552370925
7.5,684.78875,43.0428560444935,39.871456891165
7.5,686.285,42.7714044206505,40.3572713106704
7.5,687.78125,42.5025859351727,40.8400132858487
7.5,689.2775,42.2363995897784,41.3196972103237
7.5,690.77375,41.9728447319305,41.7963370658971
7.5,692.27,41.711921064099,42.2699464063921
7.5,693.76625,41.4536286531398,42.740538340474
7.5,695.2625,41.1979679397743,43.2081255133906
7.5,696.75875,40.9449397481523,43.6727200875627
7.5,698.255,40.69454529548,44.1343337219495
7.5,699.75125,40.4467862016871,44.5929775501176
7.5,701.2475,40.201664499108,45.0486621569258
7.5,702.74375,39.9591826421451,45.5013975537455
7.5,704.24,39.7193435168781,45.9511931521193
7.5,705.73625,39.4821504505773,46.3980577357636
7.5,707.2325,39.2476072210762,46.841999430812
7.5,708.72875,39.0157180659469,47.2830256741857
7.5,710.225,38.7864876914191,47.7211431799838
7.5,711.72125,38.5599212809742,48.1563579037609
7.5,713.2175,38.3360245035341,48.5886750045716
7.5,714.71375,38.1148035211608,49.0180988046357
7.5,716.21,37.8962649961631,49.4446327464906
7.5,717.70625,37.6804160975011,49.8682793474694
7.5,719.2025,37.4672645063654,50.2890401513493
7.5,720.69875,37.256818420785,50.706915677003
7.5,722.195,37.0490865591123,51.1219053638736
7.5,723.69125,36.8440781622043,51.5340075140909
7.5,725.1875,36.641802994106,51.9432192310352
7.5,726.68375,36.442271341014,52.3495363541492
7.5,728.18,36.2454940082765,52.7529533897855
7.5,729.67625,36.0514823151542,53.1534634378783
7.5,731.1725,35.8602480870392,53.5510581142123
7.5,732.66875,35.6718036447903,53.9457274680618
7.5,734.165,35.486161790812,54.3374598949646
7.5,735.66125,35.3033357914549,54.72624204439
7.5,737.1575,35.123339355274,55.1120587220666
7.5,738.65375,34.9461866066344,55.4948927867221
7.5,740.15,34.7718920540883,55.8747250410018
7.5,741.64625,34.6004705528992,56.2515341163299
7.5,743.1425,34.4319372610143,56.6252963514938
7.5,744.63875,34.2663075877165,56.9959856647368
7.5,746.135,34.1035971341124,57.3635734191705
7.5,747.63125,33.943821624521,57.7280282813428
7.5,749.1275,33.7869968277385,58.0893160728276
7.5,750.62375,33.6331384670564,58.4473996147429
7.5,752.12,33.4822621177995,58.8022385651634
7.5,753.61625,33.3343830910311,59.1537892494461
7.5,755.1125,33.1895163019592,59.5020044835798
7.5,756.60875,33.047676121431,59.8468333907509
7.5,758.105,32.9088762087774,60.1882212114366
7.5,759.60125,32.7731293241112,60.5261091074741
7.5,761.0975,32.6404471180341,60.8604339607105
7.5,762.59375,32.5108398965496,61.1911281670225
7.5,764.09,32.3843163588124,61.5181194267232
7.5,765.58625,32.2608833051833,61.8413305326268
7.5,767.0825,32.1405453128986,62.1606791573258
7.5,768.57875,32.0233043764963,62.4760776416077
7.5,770.075,31.9091595100093,62.787432786296
7.5,771.57125,31.7981063077861,63.094645650284
7.5,773.0675,31.6901364607081,63.3976113580144
7.5,774.56375,31.5852372244843,63.6962189202612
7.5,776.06,31.4833908366747,63.9903510727121
7.5,777.55625,31.3845738791215,64.279884137576
7.5,779.0525,31.28875658255,64.564687914276
7.5,780.54875,31.1959020702951,64.844625606162
7.5,782.045,31.1059655383914,65.1195537911886
7.5,783.54125,31.0188933697039,65.3893224455538
7.5,785.0375,30.9346221803534,65.65377503047
7.5,786.53375,30.8530777974764,65.9127486534544
7.5,788.03,30.7741741683701,66.1660743168074
7.5,789.52625,30.697812202334,66.4135772672968
7.5,791.0225,30.6238785481056,66.655077462366
7.5,792.51875,30.552244311694,66.8903901695277
7.5,794.015,30.4827637217252,67.1193267168094
7.5,795.51125,30.415272752139,67.3416954132158
7.5,797.0075,30.3495877152715,67.5573026590253
7.5,798.50375,30.2855038420222,67.7659542663072
7.5,800,30.2227938700021,67.9674570101395
10,201.5,200.206752342591,-311.025289247094
10,202.99625,201.807500578529,-313.157923131377
10,204.4925,203.356551031389,-315.163144291075
10,205.98875,204.854084901225,-317.041276446758
10,207.485,206.300280788046,-318.792838605107
10,208.98125,207.695316264377,-320.418537651658
10,210.4775,209.039369581918,-321.919260575165
10,211.97375,210.332621479601,-323.296066371751
10,213.47,211.575257061205,-324.55017767669
10,214.96625,212.767467711904,-325.682972171114
10,216.4625,213.909453024635,-326.695973810018
10,217.95875,215.001422708944,-327.590843916917
10,219.455,216.043598456985,-328.369372189122
10,220.95125,217.036215743513,-329.033467656112
10,222.4475,217.979525539025,-329.585149631698
10,223.94375,218.873795917614,-330.026538698841
10,225.44,219.71931354354,-330.35984776385
10,226.93625,220.516385023019,-330.587373214569
10,228.4325,221.26533811015,-330.71148621481
10,229.92875,221.966522758325,-330.734624164952
10,231.425,222.620312010781,-330.659282356125
10,232.92125,223.227102726165,-330.488005842949
10,234.4175,223.787316137092,-330.223381557247
10,235.91375,224.301398241625,-329.868030682643
10,237.41,224.769820029399,-329.424601307446
10,238.90625,225.193077545783,-328.895761370759
10,240.4025,225.571691798903,-328.284191914327
10,241.89875,225.906208515666,-327.592580650283
10,243.395,226.197197754067,-326.823615852704
10,244.89125,226.445253379959,-325.979980578676
10,246.3875,226.650992417312,-325.064347222561
10,247.88375,226.815054281545,-324.079372405124
10,249.38,226.93809990603,-323.027692197422
10,250.87625,227.020810772156,-321.911917677599
10,252.3725,227.063887853523,-320.734630817193
10,253.86875,227.06805048492,-319.498380692095
10,255.365,227.034035166652,-318.205680012009
10,256.86125,226.962594314643,-316.859001961106
10,258.3575,226.854494966489,-315.460777341505
10,259.85375,226.710517453299,-314.013392010334
10,261.35,226.531454046785,-312.519184600328
10,262.84625,226.318107590588,-310.980444513293
10,264.3425,226.071290124349,-309.399410175198
10,265.83875,225.791821508491,-307.778267541267
10,267.335,225.480528057131,-306.119148839097
10,268.83125,225.138241185941,-304.424131537622
10,270.3275,224.765796081218,-302.695237529624
10,271.82375,224.364030395822,-300.934432515413
10,273.32,223.933782977044,-299.143625575383
10,274.81625,223.475892630909,-297.324668919209
10,276.3125,222.991196926852,-295.479357799627
10,277.80875,222.480531046137,-293.609430578986
10,279.305,221.944726676912,-291.716568936997
10,280.80125,221.384610958241,-289.802398208422
10,282.2975,220.801005475022,-287.868487839817
10,283.79375,220.194725305248,-285.916351954795
10,285.29,219.566578120622,-283.947450017691
10,286.78625,218.917363341205,-281.963187585918
10,288.2825,218.247871344373,-279.964917141772
10,289.77875,217.558882728064,-277.953938994841
10,291.275,216.851167627994,-275.931502246676
10,292.77125,216.125485088241,-273.898805809798
10,294.2675,215.382582484393,-271.856999473594
10,295.76375,214.623194998203,-269.807185010093
10,297.26,213.848045142551,-267.750417313058
10,298.75625,213.057842335336,-265.687705564275
10,300.2525,212.253282520771,-263.620014421339
10,301.74875,211.43504783648,-261.548265221641
10,303.245,210.603806324667,-259.473337197688
10,304.74125,209.760211685577,-257.396068699248
10,306.2375,208.904903071405,-255.317258418182
10,307.73375,208.038504918762,-253.237666612223
10,309.23,207.161626817807,-251.158016324225
10,310.72625,206.274863416112,-249.078994593808
10,312.2225,205.378794355361,-247.001253658573
10,313.71875,204.473984238957,-244.925412142381
10,315.215,203.560982628673,-242.852056228441
10,316.71125,202.640324068483,-240.781740815226
10,318.2075,201.71252813376,-238.71499065347
10,319.70375,200.778099504058,-236.652301462718
10,321.2,199.837528057772,-234.594141026103
10,322.69625,198.891288986981,-232.540950262257
10,324.1925,197.939842930868,-230.49314427337
10,325.68875,196.983636126163,-228.451113368673
10,327.185,196.023100573104,-226.415224062668
10,328.68125,195.058654215488,-224.385820047675
10,330.1775,194.090701133441,-222.363223140291
10,331.67375,193.119631747605,-220.347734201569
10,333.17,192.1458230335,-218.339634030761
10,334.66625,191.169638744878,-216.339184232591
10,336.1625,190.191429644976,-214.346628058134
10,337.65875,189.211533744594,-212.362191219408
10,339.155,188.230276546036,-210.386082677897
10,340.65125,187.247971291963,-208.418495407263
10,342.1475,186.264919218306,-206.459607130576
10,343.64375,185.281409810422,-204.509581032415
10,345.14,184.297721061738,-202.568566446267
10,346.63625,183.314119734174,-200.636699517662
10,348.1325,182.330861619704,-198.714103843522
10,349.62875,181.34819180244,-196.800891088238
10,351.125,180.366344920701,-194.897161576991
10,352.62125,179.38554542853,-193.003004866862
10,354.1175,178.406007856225,-191.118500296305
10,355.61375,177.427937069423,-189.243717513527
10,357.11,176.451528526382,-187.378716984374
10,358.60625,175.476968533078,-185.523550480297
10,360.1025,174.504434495827,-183.678261546972
10,361.59875,173.534095171136,-181.842885954176
10,363.095,172.566110912525,-180.017452127483
10,364.59125,171.60063391411,-178.201981562374
10,366.0875,170.637808450741,-176.396489221318
10,367.58375,169.677771114521,-174.6009839144
10,369.08,168.720651047568,-172.81546866405
10,370.57625,167.766570170888,-171.039941054419
10,372.0725,166.815643409254,-169.274393565948
10,373.56875,165.867978912012,-167.51881389564
10,375.065,164.923678269731,-165.773185263572
10,376.56125,163.98283672667,-164.037486706132
10,378.0575,163.045543388997,-162.311693356484
10,379.55375,162.111881428764,-160.595776712729
10,381.05,161.181928283607,-158.88970489423
10,382.54625,160.255755852184,-157.193442886555
10,384.0425,159.333430685368,-155.506952775466
10,385.53875,158.415014173197,-153.830193970386
10,387.035,157.500562727643,-152.163123417749
10,388.53125,156.5901279612,-150.505695804623
10,390.0275,155.683756861378,-148.857863752998
10,391.52375,154.781491961119,-147.219578005102
10,393.02,153.883371505211,-145.590787600094
10,394.51625,152.989429612766,-143.971440042488
10,396.0125,152.099696435811,-142.361481462617
10,397.50875,151.214198314073,-140.760856769476
10,399.005,150.332957926036,-139.169509796224
10,400.50125,149.45599443633,-137.587383438651
10,401.9975,148.583323639542,-136.014419786875
10,403.49375,147.714958100521,-134.450560250549
10,404.99,146.850907291259,-132.895745677823
10,406.48625,145.991177724429,-131.349916468301
10,407.9825,145.13577308366,-129.813012680244
10,409.47875,144.284694350625,-128.284974132215
10,410.975,143.437939929031,-126.765740499396
10,412.47125,142.595505765583,-125.255251404782
10,413.9675,141.757385468005,-123.753446505423
10,415.46375,140.92357042019,-122.260265573917
10,416.96,140.094049894561,-120.775648575323
10,418.45625,139.268811161716,-119.299535739657
10,419.9525,138.447839597419,-117.831867630128
10,421.44875,137.631118787028,-116.372585207267
10,422.945,136.818630627401,-114.921629889092
10,424.44125,136.010355426375,-113.478943607437
10,425.9375,135.206271999855,-112.044468860582
10,427.43375,134.406357766587,-110.618148762304
10,428.93,133.610588840674,-109.199927087455
10,430.42625,132.818940121882,-107.789748314191
10,431.9225,132.031385383791,-106.387557662949
10,433.41875,131.247897359848,-104.993301132267
10,434.915,130.468447827352,-103.606925531555
10,436.41125,129.693007689432,-102.228378510888
10,437.9075,128.921547055039,-100.857608587924
10,439.40375,128.154035317011,-99.49456517202
10,440.9,127.390441228222,-98.1391985856222
10,442.39625,126.630732975863,-96.7914600830124
10,443.8925,125.874878253876,-95.451301866476
10,445.38875,125.122844333563,-94.1186770999656
10,446.885,124.374598132397,-92.7935399203218
10,448.38125,123.630106281053,-91.4758454461207
10,449.8775,122.889335188673,-90.1655497842065
10,451.37375,122.152251106378,-88.8626100339744
10,452.87,121.418820189041,-87.5669842894582
10,454.36625,120.689008555328,-86.2786316392866
10,455.8625,119.962782346008,-84.9975121645609
10,457.35875,119.240107780549,-83.7235869347145
10,458.855,118.520951211976,-82.456818001409
10,460.35125,117.805279180024,-81.1971683905224
10,461.8475,117.093058462553,-79.9446020922875
10,463.34375,116.384256125234,-78.6990840496341
10,464.84,115.678839569509,-77.4605801447951
10,466.33625,114.976776578792,-76.2290571842288
10,467.8325,114.278035362931,-75.004482881919
10,469.32875,113.582584600903,-73.7868258411094
10,470.825,112.890393481735,-72.5760555345307
10,472.32125,112.201431743645,-71.3721422831824
10,473.8175,111.515669711384,-70.1750572337294
10,475.31375,110.833078331777,-68.9847723345742
10,476.81,110.153629207439,-67.8012603106724
10,478.30625,109.477294628662,-66.6244946371497
10,479.8025,108.80404760346,-65.4544495117936
10,481.29875,108.133861885765,-64.2910998264813
10,482.795,107.46671200175,-63.1344211376146
10,484.29125,106.802573274289,-61.9843896356328
10,485.7875,106.141421845531,-60.840982113671
10,487.28375,105.48323469759,-59.704175935441
10,488.78,104.82798967134,-58.5739490024023
10,490.27625,104.175665483317,-57.4502797203033
10,491.7725,103.526241740723,-56.3331469651639
10,493.26875,102.879698954531,-55.2225300487775
10,494.765,102.236018550701,-54.1184086838093
10,496.26125,101.595182879506,-53.0207629485679
10,497.7575,100.957175222975,-51.9295732515295
10,499.25375,100.321979800466,-50.8448202956906
10,500.75,99.6895817723862,-49.7664850428313
10,502.24625,99.0599672420668,-48.694548677764
10,503.7425,98.433123255816,-47.6289925726496
10,505.23875,97.8090378011716,-46.5697982514551
10,506.735,97.1876998033795,-45.5169473546343
10,508.23125,96.5690991201231,-44.4704216041052
10,509.7275,95.9532265345366,-43.4302027686011
